"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","G±/60","xG±/60","C±/60","GF/60","GA/60","xGF/60","xGA/60","CF/60","CA/60"
"Elias Lindholm","ELIAS.LINDHOLM","8477496","13-14","CAR","C","R",1994-12-02,18,2013,1,5,58,684.25,-0.136,-0.22,-2.88,-0.03,0.106,-0.062,0.158,-1.62,1.26
"Elias Lindholm","ELIAS.LINDHOLM","8477496","14-15","CAR","C","R",1994-12-02,19,2013,1,5,81,1089.67,-0.185,0.031,0.54,-0.084,0.1,0.067,0.036,0.93,0.39
"Elias Lindholm","ELIAS.LINDHOLM","8477496","15-16","CAR","C","R",1994-12-02,20,2013,1,5,82,1170.07,-0.217,0.128,2.92,-0.156,0.061,0.145,0.017,3.22,0.3
"Elias Lindholm","ELIAS.LINDHOLM","8477496","16-17","CAR","C","R",1994-12-02,21,2013,1,5,72,1032.08,-0.024,-0.007,1.39,0.006,0.031,0.044,0.051,2.19,0.8
"Elias Lindholm","ELIAS.LINDHOLM","8477496","17-18","CAR","C","R",1994-12-02,22,2013,1,5,81,1090.8,-0.033,0.018,0.41,-0.009,0.024,0.059,0.042,1.23,0.82
"Elias Lindholm","ELIAS.LINDHOLM","8477496","18-19","CGY","C","R",1994-12-02,23,2013,1,5,81,1134.45,0.164,0.1,4.38,0.13,-0.035,-0.036,-0.136,0.17,-4.2
"Elias Lindholm","ELIAS.LINDHOLM","8477496","19-20","CGY","C","R",1994-12-02,24,2013,1,5,70,989.37,-0.026,-0.047,1.14,0.079,0.105,-0.051,-0.004,0.34,-0.79
"Elias Lindholm","ELIAS.LINDHOLM","8477496","20-21","CGY","C","R",1994-12-02,25,2013,1,5,56,769.53,0.201,-0.069,-0.26,0.161,-0.04,-0.066,0.003,-0.64,-0.39
"Elias Lindholm","ELIAS.LINDHOLM","8477496","21-22","CGY","C","R",1994-12-02,26,2013,1,5,82,1191.53,0.411,0.114,-2.18,0.343,-0.067,0.142,0.027,-1.48,0.69
"Elias Lindholm","ELIAS.LINDHOLM","8477496","22-23","CGY","C","R",1994-12-02,27,2013,1,5,80,1037.3,-0.02,-0.018,0.92,0.053,0.073,0.036,0.054,1.59,0.67
"Elias Lindholm","ELIAS.LINDHOLM","8477496","23-24","CGY","C","R",1994-12-02,28,2013,1,5,49,697.65,-0.037,-0.129,-3.8,0.007,0.044,-0.118,0.011,-3.21,0.6
"Elias Lindholm","ELIAS.LINDHOLM","8477496","23-24","VAN","C","R",1994-12-02,28,2013,1,5,26,335.42,-0.121,-0.228,-2.02,-0.127,-0.007,-0.197,0.032,-1.07,0.95
"Elias Lindholm","ELIAS.LINDHOLM","8477496","24-25","BOS","C","R",1994-12-02,29,2013,1,5,82,1042.85,0.202,0.101,1.26,0.123,-0.079,0.005,-0.096,1.16,-0.1
"Elias Pettersson","ELIAS.PETTERSSON","8480012","18-19","VAN","C","L",1998-11-12,19,2017,1,5,71,1008.85,0.068,-0.058,-1.35,0.11,0.042,-0.039,0.019,-0.11,1.24
"Elias Pettersson","ELIAS.PETTERSSON","8480012","19-20","VAN","C","L",1998-11-12,20,2017,1,5,68,960.2,0.426,0.263,3.76,0.33,-0.096,0.152,-0.11,1.54,-2.22
"Elias Pettersson","ELIAS.PETTERSSON","8480012","20-21","VAN","C","L",1998-11-12,21,2017,1,5,26,348.2,0.064,0.142,0.66,0.193,0.13,0.091,-0.051,-0.17,-0.83
"Elias Pettersson","ELIAS.PETTERSSON","8480012","21-22","VAN","C","L",1998-11-12,22,2017,1,5,80,1138.22,-0.024,-0.018,-1.72,-0.027,-0.003,0.084,0.102,0.12,1.84
"Elias Pettersson","ELIAS.PETTERSSON","8480012","22-23","VAN","C","L",1998-11-12,23,2017,1,5,80,1139.65,0.257,0.367,2.33,0.228,-0.029,0.169,-0.197,0.47,-1.86
"Elias Pettersson","ELIAS.PETTERSSON","8480012","23-24","VAN","C","L",1998-11-12,24,2017,1,5,82,1125.03,0.24,0.067,2.18,0.344,0.104,0.087,0.021,0.46,-1.72
"Elias Pettersson","ELIAS.PETTERSSON","8480012","24-25","VAN","C","L",1998-11-12,25,2017,1,5,64,913.1,-0.007,0.013,-0.3,-0.032,-0.025,-0.123,-0.136,-0.93,-0.62
"Elias Pettersson (D)","ELIAS.PETTERSSON2","8483678","24-25","VAN","D","L",2004-02-16,20,2022,3,80,28,349.6,-0.05,0.003,0.18,-0.181,-0.131,0.032,0.03,0.03,-0.15
"Elliot Desnoyers","ELLIOT.DESNOYERS","8482452","22-23","PHI","L","L",2002-01-21,20,2020,5,135,4,46.17,-0.041,-0.123,-2.47,-0.019,0.022,-0.111,0.012,-2.03,0.44
"Elmer Soderblom","ELMER.SODERBLOM","8481725","22-23","DET","L","L",2001-07-05,21,2019,6,159,21,226.47,0.026,0.188,1.96,0.073,0.047,0.084,-0.104,0.95,-1.01
"Elmer Soderblom","ELMER.SODERBLOM","8481725","24-25","DET","L","L",2001-07-05,23,2019,6,159,26,331.35,0.113,0.048,2.68,0.072,-0.041,0.17,0.121,1.94,-0.75
"Emerson Etem","EMERSON.ETEM","8475770","12-13","ANA","R","L",1992-06-16,20,2010,1,29,38,389.6,0.09,-0.029,-3.75,-0.032,-0.122,-0.085,-0.056,-1.84,1.91
"Emerson Etem","EMERSON.ETEM","8475770","13-14","ANA","R","L",1992-06-16,21,2010,1,29,29,319.85,-0.006,0.009,-0.29,-0.029,-0.023,-0.018,-0.027,-0.83,-0.55
"Emerson Etem","EMERSON.ETEM","8475770","14-15","ANA","R","L",1992-06-16,22,2010,1,29,45,516.7,-0.137,0.106,2.12,-0.118,0.019,0.123,0.017,2.29,0.17
"Emerson Etem","EMERSON.ETEM","8475770","15-16","NYR","R","L",1992-06-16,23,2010,1,29,19,208.43,-0.093,-0.034,0.76,-0.011,0.082,0.063,0.098,0.99,0.23
"Emerson Etem","EMERSON.ETEM","8475770","15-16","VAN","R","L",1992-06-16,23,2010,1,29,39,524.45,-0.074,-0.031,-2.43,0.005,0.078,0.118,0.149,1.25,3.67
"Emerson Etem","EMERSON.ETEM","8475770","16-17","ANA","R","L",1992-06-16,24,2010,1,29,3,24.35,0.023,-0.012,-0.11,0.004,-0.019,-0.039,-0.027,-0.69,-0.58
"Emil Andrae","EMIL.ANDRAE","8482126","23-24","PHI","D","L",2002-02-23,21,2020,2,54,4,51.62,-0.023,-0.077,-3.47,-0.007,0.016,-0.094,-0.017,-3.16,0.32
"Emil Andrae","EMIL.ANDRAE","8482126","24-25","PHI","D","L",2002-02-23,22,2020,2,54,42,653.15,-0.053,0.145,2.61,-0.033,0.021,0.107,-0.038,-0.91,-3.52
"Emil Bemstrom","EMIL.BEMSTROM","8480205","19-20","CBJ","C","R",1999-06-01,20,2017,4,117,56,608.22,-0.22,-0.076,1.4,-0.143,0.077,-0.126,-0.05,-1.04,-2.43
"Emil Bemstrom","EMIL.BEMSTROM","8480205","20-21","CBJ","C","R",1999-06-01,21,2017,4,117,20,236.78,0.118,0.176,2.21,-0.049,-0.167,-0.038,-0.214,0.63,-1.58
"Emil Bemstrom","EMIL.BEMSTROM","8480205","21-22","CBJ","C","R",1999-06-01,22,2017,4,117,41,385.13,0.036,0.11,2.35,-0.007,-0.043,0.021,-0.089,-0.1,-2.45
"Emil Bemstrom","EMIL.BEMSTROM","8480205","22-23","CBJ","R","R",1999-06-01,23,2017,4,117,55,588.7,-0.079,-0.016,0.32,-0.004,0.074,0.009,0.025,1.99,1.68
"Emil Bemstrom","EMIL.BEMSTROM","8480205","23-24","CBJ","R","R",1999-06-01,24,2017,4,117,32,353.67,-0.058,-0.124,-1.75,-0.02,0.038,-0.139,-0.015,-1.42,0.33
"Emil Bemstrom","EMIL.BEMSTROM","8480205","23-24","PIT","C","R",1999-06-01,24,2017,4,117,24,193.32,0.003,0.01,0.15,0.005,0.002,-0.047,-0.057,-0.6,-0.75
"Emil Bemstrom","EMIL.BEMSTROM","8480205","24-25","PIT","C","R",1999-06-01,25,2017,4,117,14,112.5,0.015,0.035,2.21,-0.076,-0.091,-0.067,-0.102,-1.06,-3.27
"Emil Heineman","EMIL.HEINEMAN","8482476","23-24","MTL","L","L",2001-11-16,21,2020,2,43,4,39.15,0.049,-0.037,-0.11,0.034,-0.015,-0.041,-0.004,-0.05,0.06
"Emil Heineman","EMIL.HEINEMAN","8482476","24-25","MTL","L","L",2001-11-16,22,2020,2,43,62,640.45,-0.023,0.122,4.34,-0.056,-0.033,-0.139,-0.261,0.89,-3.45
"Emil Martinsen Lilleberg","EMIL.MARTINSEN LILLEBERG","8482929","23-24","T.B","D","L",2001-02-02,22,2021,4,107,37,552.67,-0.3,-0.147,2.1,-0.087,0.213,-0.202,-0.056,-1.01,-3.12
"Emil Martinsen Lilleberg","EMIL.MARTINSEN LILLEBERG","8482929","24-25","T.B","D","L",2001-02-02,23,2021,4,107,76,1093.68,-0.222,-0.143,-1.84,-0.138,0.084,-0.158,-0.014,-3.42,-1.58
"Emile Poirier","EMILE.POIRIER","8477486","14-15","CGY","R","L",1994-12-14,19,2013,1,22,6,46.7,0.028,-0.045,-1.64,-0.012,-0.039,-0.028,0.017,-0.35,1.29
"Emile Poirier","EMILE.POIRIER","8477486","15-16","CGY","R","L",1994-12-14,20,2013,1,22,2,26.85,-0.022,-0.005,1.31,-0.021,0.001,-0.011,-0.006,0.54,-0.76
"Enver Lisin","ENVER.LISIN","8471263","08-09","ARI","R","L",1986-04-22,22,2004,2,50,48,570.87,-0.135,-0.106,-1.37,0.044,0.18,0.069,0.175,0.25,1.62
"Enver Lisin","ENVER.LISIN","8471263","09-10","NYR","R","L",1986-04-22,23,2004,2,50,57,589.8,-0.022,-0.046,1.22,-0.028,-0.006,0.037,0.083,1.28,0.06
"Eriah Hayes","ERIAH.HAYES","8477227","13-14","S.J","R","R",1988-07-07,25,2006,NA,NA,15,116.18,-0.019,0.025,-0.47,-0.041,-0.022,0.042,0.018,0.27,0.74
"Eriah Hayes","ERIAH.HAYES","8477227","14-15","S.J","R","R",1988-07-07,26,2006,NA,NA,4,39.53,-0.037,-0.039,-0.4,-0.027,0.01,-0.016,0.023,-1.17,-0.76
"Eric Belanger","ERIC.BELANGER","8465050","08-09","MIN","C","L",1977-12-16,30,1996,4,96,79,1038.98,-0.085,-0.05,0.66,-0.129,-0.044,-0.133,-0.083,-0.82,-1.48
"Eric Belanger","ERIC.BELANGER","8465050","09-10","MIN","C","L",1977-12-16,31,1996,4,96,60,688.2,0.12,0.147,4.16,0.067,-0.053,0.034,-0.113,2.21,-1.96
"Eric Belanger","ERIC.BELANGER","8465050","09-10","WSH","C","L",1977-12-16,31,1996,4,96,17,206.72,0.017,0.028,1.15,-0.042,-0.059,0.045,0.016,1.49,0.33
"Eric Belanger","ERIC.BELANGER","8465050","10-11","ARI","C","L",1977-12-16,32,1996,4,96,82,1129.23,0.111,0.073,4.19,0.066,-0.045,0.052,-0.022,2.2,-1.99
"Eric Belanger","ERIC.BELANGER","8465050","11-12","EDM","C","L",1977-12-16,33,1996,4,96,78,859.48,-0.118,-0.26,-1.5,-0.131,-0.013,-0.066,0.193,0.47,1.97
"Eric Belanger","ERIC.BELANGER","8465050","12-13","EDM","C","L",1977-12-16,34,1996,4,96,26,276.88,-0.043,-0.277,-6.33,-0.123,-0.08,-0.149,0.128,-2.74,3.59
"Eric Boulton","ERIC.BOULTON","8460720","08-09","ATL","L","L",1976-08-17,32,1994,9,234,76,566.1,-0.02,-0.088,-5.95,-0.057,-0.037,0.005,0.092,-3.48,2.47
"Eric Boulton","ERIC.BOULTON","8460720","09-10","ATL","L","L",1976-08-17,33,1994,9,234,62,421.2,0.017,-0.103,-2.54,-0.031,-0.048,-0.133,-0.03,-2.57,-0.03
"Eric Boulton","ERIC.BOULTON","8460720","10-11","ATL","L","L",1976-08-17,34,1994,9,234,69,610.3,0.03,-0.054,-2.69,-0.039,-0.068,-0.114,-0.06,-4.43,-1.74
"Eric Boulton","ERIC.BOULTON","8460720","11-12","N.J","L","L",1976-08-17,35,1994,9,234,51,332.38,-0.202,-0.291,-8.07,-0.199,0.003,-0.21,0.081,-5.93,2.14
"Eric Boulton","ERIC.BOULTON","8460720","12-13","NYI","L","L",1976-08-17,36,1994,9,234,15,84,-0.128,-0.061,-2.83,-0.1,0.027,-0.074,-0.012,-2.34,0.49
"Eric Boulton","ERIC.BOULTON","8460720","13-14","NYI","L","L",1976-08-17,37,1994,9,234,23,145.57,0.014,-0.078,-6.55,-0.015,-0.029,0.034,0.112,-2.82,3.72
"Eric Boulton","ERIC.BOULTON","8460720","14-15","NYI","L","L",1976-08-17,38,1994,9,234,10,71.4,0,-0.072,-2.61,-0.014,-0.014,-0.044,0.027,-1.05,1.56
"Eric Boulton","ERIC.BOULTON","8460720","15-16","NYI","L","L",1976-08-17,39,1994,9,234,6,52.05,-0.063,-0.094,-2.76,-0.019,0.044,-0.073,0.021,-2.8,-0.05
"Eric Brewer","ERIC.BREWER","8466142","08-09","STL","D","L",1979-04-17,29,1997,1,5,28,512.12,-0.123,-0.021,-0.65,-0.04,0.083,-0.071,-0.05,-0.26,0.39
"Eric Brewer","ERIC.BREWER","8466142","09-10","STL","D","L",1979-04-17,30,1997,1,5,59,1013.07,-0.22,-0.141,-3.88,-0.109,0.111,-0.106,0.035,-2.12,1.75
"Eric Brewer","ERIC.BREWER","8466142","10-11","STL","D","L",1979-04-17,31,1997,1,5,54,982.28,-0.004,-0.097,0.29,0.01,0.014,-0.036,0.061,-0.09,-0.38
"Eric Brewer","ERIC.BREWER","8466142","10-11","T.B","D","L",1979-04-17,31,1997,1,5,22,390.25,0.118,0.113,0.3,0.031,-0.087,0.075,-0.038,-0.07,-0.36
"Eric Brewer","ERIC.BREWER","8466142","11-12","T.B","D","L",1979-04-17,32,1997,1,5,82,1530.25,0.013,0.028,-2.98,0.114,0.101,0.066,0.038,-1.14,1.85
"Eric Brewer","ERIC.BREWER","8466142","12-13","T.B","D","L",1979-04-17,33,1997,1,5,48,866.45,0.11,0.018,-2.96,0.133,0.023,-0.05,-0.068,-2.07,0.89
"Eric Brewer","ERIC.BREWER","8466142","13-14","T.B","D","L",1979-04-17,34,1997,1,5,77,1153.6,-0.052,-0.031,-1.94,-0.105,-0.053,-0.005,0.026,-2.62,-0.67
"Eric Brewer","ERIC.BREWER","8466142","14-15","ANA","D","L",1979-04-17,35,1997,1,5,9,135.88,-0.143,-0.134,-3.17,0.034,0.177,-0.017,0.117,-1.42,1.75
"Eric Brewer","ERIC.BREWER","8466142","14-15","T.B","D","L",1979-04-17,35,1997,1,5,17,262.88,0.022,-0.011,-2.2,0.056,0.034,-0.081,-0.071,-2.52,-0.32
"Eric Brewer","ERIC.BREWER","8466142","14-15","TOR","D","L",1979-04-17,35,1997,1,5,18,317.35,-0.033,-0.083,-3.03,0.049,0.082,-0.062,0.021,-0.94,2.08
"Eric Fehr","ERIC.FEHR","8470611","08-09","WSH","R","R",1985-09-07,23,2003,1,18,61,634.88,0.075,0.373,9.63,0.054,-0.021,0.311,-0.062,6.37,-3.26
"Eric Fehr","ERIC.FEHR","8470611","09-10","WSH","R","R",1985-09-07,24,2003,1,18,69,728.35,0.243,0.115,1.7,0.17,-0.073,0.036,-0.079,1.38,-0.32
"Eric Fehr","ERIC.FEHR","8470611","10-11","WSH","R","R",1985-09-07,25,2003,1,18,51,541.33,-0.02,0.117,3.6,-0.057,-0.037,0.113,-0.003,2.63,-0.97
"Eric Fehr","ERIC.FEHR","8470611","11-12","WPG","R","R",1985-09-07,26,2003,1,18,35,323.1,-0.097,0.062,1.08,-0.151,-0.054,-0.075,-0.137,0.09,-0.99
"Eric Fehr","ERIC.FEHR","8470611","12-13","WSH","R","R",1985-09-07,27,2003,1,18,41,482.27,0.382,0.305,5.01,0.245,-0.137,0.134,-0.171,2.23,-2.78
"Eric Fehr","ERIC.FEHR","8470611","13-14","WSH","R","R",1985-09-07,28,2003,1,18,73,951.2,0.002,0.052,1.12,0.009,0.007,-0.014,-0.065,0.12,-1
"Eric Fehr","ERIC.FEHR","8470611","14-15","WSH","C/R","R",1985-09-07,29,2003,1,18,75,968.33,0.106,0.138,2.62,0.049,-0.057,0.064,-0.074,1.14,-1.48
"Eric Fehr","ERIC.FEHR","8470611","15-16","PIT","C","R",1985-09-07,30,2003,1,18,55,554.32,-0.116,0.164,1.04,-0.078,0.038,-0.024,-0.187,-1.74,-2.77
"Eric Fehr","ERIC.FEHR","8470611","16-17","PIT","C","R",1985-09-07,31,2003,1,18,52,455.42,0.063,0.053,-4.58,-0.056,-0.119,-0.047,-0.1,-3.03,1.55
"Eric Fehr","ERIC.FEHR","8470611","16-17","TOR","C","R",1985-09-07,31,2003,1,18,1,8.65,-0.019,0.027,-0.03,-0.005,0.013,0.034,0.006,0.4,0.43
"Eric Fehr","ERIC.FEHR","8470611","17-18","S.J","C","R",1985-09-07,32,2003,1,18,14,152.15,0.07,0.106,0.59,0.041,-0.029,-0.024,-0.13,0.36,-0.23
"Eric Fehr","ERIC.FEHR","8470611","17-18","TOR","C","R",1985-09-07,32,2003,1,18,4,28.7,-0.021,0.015,0.53,-0.005,0.017,-0.011,-0.026,-0.47,-1
"Eric Fehr","ERIC.FEHR","8470611","18-19","MIN","C","R",1985-09-07,33,2003,1,18,72,648.67,-0.165,-0.043,-0.03,-0.139,0.026,-0.124,-0.08,-1.33,-1.3
"Eric Gelinas","ERIC.GELINAS","8475199","12-13","N.J","D","L",1991-05-08,21,2009,2,54,1,15.08,-0.031,-0.035,-0.66,-0.016,0.014,-0.023,0.011,-0.98,-0.32
"Eric Gelinas","ERIC.GELINAS","8475199","13-14","N.J","D","L",1991-05-08,22,2009,2,54,60,852.8,-0.04,-0.09,-1.47,0.021,0.061,-0.046,0.044,-1.42,0.04
"Eric Gelinas","ERIC.GELINAS","8475199","14-15","N.J","D","L",1991-05-08,23,2009,2,54,61,840.82,0.105,-0.043,-1.38,-0.002,-0.107,0,0.043,0.06,1.44
"Eric Gelinas","ERIC.GELINAS","8475199","15-16","COL","D","L",1991-05-08,24,2009,2,54,6,68.53,0.062,-0.042,-0.62,0.031,-0.031,-0.029,0.013,-0.57,0.05
"Eric Gelinas","ERIC.GELINAS","8475199","15-16","N.J","D","L",1991-05-08,24,2009,2,54,34,419.45,-0.075,-0.003,1.01,-0.087,-0.012,-0.057,-0.054,-0.44,-1.45
"Eric Gelinas","ERIC.GELINAS","8475199","16-17","COL","D","L",1991-05-08,25,2009,2,54,27,305.65,-0.026,-0.096,-1.95,-0.009,0.017,-0.132,-0.036,-1.87,0.08
"Eric Godard","ERIC.GODARD","8468252","08-09","PIT","R","R",1980-03-07,28,1998,NA,NA,71,286.97,-0.068,-0.2,-5.2,-0.111,-0.043,-0.219,-0.018,-4.36,0.84
"Eric Godard","ERIC.GODARD","8468252","09-10","PIT","R","R",1980-03-07,29,1998,NA,NA,45,181.97,0.04,-0.018,-1.16,-0.004,-0.044,-0.06,-0.042,-1.46,-0.3
"Eric Godard","ERIC.GODARD","8468252","10-11","PIT","R","R",1980-03-07,30,1998,NA,NA,19,97.52,0.084,0.051,-0.37,0.027,-0.057,-0.02,-0.072,-1.66,-1.29
"Eric Gryba","ERIC.GRYBA","8473468","12-13","OTT","D","R",1988-04-14,24,2006,3,68,33,578.97,-0.121,-0.071,-4.36,-0.128,-0.008,-0.061,0.011,-3.12,1.23
"Eric Gryba","ERIC.GRYBA","8473468","13-14","OTT","D","R",1988-04-14,25,2006,3,68,57,809.33,0.171,-0.001,1.93,0.052,-0.118,0.04,0.041,-0.63,-2.56
"Eric Gryba","ERIC.GRYBA","8473468","14-15","OTT","D","R",1988-04-14,26,2006,3,68,75,967.57,-0.021,-0.106,-2.27,-0.02,0.001,-0.12,-0.014,-2.1,0.17
"Eric Gryba","ERIC.GRYBA","8473468","15-16","EDM","D","R",1988-04-14,27,2006,3,68,53,816.17,0.006,-0.054,-0.24,-0.041,-0.047,-0.008,0.046,1.09,1.33
"Eric Gryba","ERIC.GRYBA","8473468","16-17","EDM","D","R",1988-04-14,28,2006,3,68,40,584.32,-0.116,-0.033,1.45,-0.104,0.013,-0.022,0.011,0.95,-0.5
"Eric Gryba","ERIC.GRYBA","8473468","17-18","EDM","D","R",1988-04-14,29,2006,3,68,21,278.15,0.012,-0.033,2.28,0.044,0.032,0.018,0.051,1.38,-0.9
"Eric Gryba","ERIC.GRYBA","8473468","18-19","N.J","D","R",1988-04-14,30,2006,3,68,10,139.12,0.007,-0.102,-1.42,-0.005,-0.013,-0.095,0.008,-0.65,0.77
"Eric Nystrom","ERIC.NYSTROM","8470180","08-09","CGY","L","L",1983-02-14,25,2002,1,10,75,546.17,-0.169,0.023,2.29,-0.236,-0.067,-0.037,-0.06,-0.14,-2.43
"Eric Nystrom","ERIC.NYSTROM","8470180","09-10","CGY","L","L",1983-02-14,26,2002,1,10,82,891.18,-0.06,-0.16,-5.17,-0.077,-0.017,-0.164,-0.004,-4.08,1.09
"Eric Nystrom","ERIC.NYSTROM","8470180","10-11","MIN","L","L",1983-02-14,27,2002,1,10,82,936.8,-0.215,-0.269,-5.5,-0.228,-0.013,-0.271,-0.002,-5.82,-0.33
"Eric Nystrom","ERIC.NYSTROM","8470180","11-12","DAL","L","L",1983-02-14,28,2002,1,10,74,899.92,-0.1,-0.023,0.86,-0.053,0.046,-0.012,0.012,0.26,-0.59
"Eric Nystrom","ERIC.NYSTROM","8470180","12-13","DAL","L","L",1983-02-14,29,2002,1,10,48,549.28,0.03,-0.193,-1.01,0.007,-0.023,-0.063,0.13,-0.02,1
"Eric Nystrom","ERIC.NYSTROM","8470180","13-14","NSH","L","L",1983-02-14,30,2002,1,10,79,1002.08,-0.27,-0.112,-3.47,-0.087,0.183,-0.178,-0.066,-2.44,1.03
"Eric Nystrom","ERIC.NYSTROM","8470180","14-15","NSH","L","L",1983-02-14,31,2002,1,10,60,633.8,-0.015,-0.142,-2.15,-0.086,-0.071,-0.211,-0.068,-2.86,-0.71
"Eric Nystrom","ERIC.NYSTROM","8470180","15-16","NSH","L","L",1983-02-14,32,2002,1,10,46,452.45,-0.101,-0.033,0.61,-0.126,-0.026,-0.154,-0.121,-2.23,-2.84
"Eric O'Dell","ERIC.O'DELL","8474603","13-14","WPG","C","R",1990-06-21,23,2008,2,39,30,277.88,0.007,0.117,1.54,0.016,0.009,0.063,-0.054,0.15,-1.4
"Eric O'Dell","ERIC.O'DELL","8474603","14-15","WPG","C","R",1990-06-21,24,2008,2,39,11,80.17,-0.001,-0.065,2.41,-0.018,-0.017,-0.081,-0.016,-0.36,-2.77
"Eric Perrin","ERIC.PERRIN","8466399","08-09","ATL","C","L",1975-11-01,32,1994,NA,NA,78,779.85,-0.122,0.05,0.02,-0.045,0.077,0.068,0.018,-0.31,-0.33
"Eric Robinson","ERIC.ROBINSON","8480762","17-18","CBJ","L","L",1995-06-14,22,2013,NA,NA,1,11.08,0.024,-0.013,0.63,0.013,-0.011,0.001,0.014,0.12,-0.51
"Eric Robinson","ERIC.ROBINSON","8480762","18-19","CBJ","L","L",1995-06-14,23,2013,NA,NA,13,152.02,-0.066,0.02,1.31,-0.099,-0.033,-0.053,-0.072,-1.5,-2.82
"Eric Robinson","ERIC.ROBINSON","8480762","19-20","CBJ","L","L",1995-06-14,24,2013,NA,NA,50,542.72,0.192,0.124,4.84,0.038,-0.154,-0.031,-0.155,0,-4.84
"Eric Robinson","ERIC.ROBINSON","8480762","20-21","CBJ","L","L",1995-06-14,25,2013,NA,NA,56,629.65,0.192,0.179,5.82,0.035,-0.157,0.059,-0.12,3.32,-2.51
"Eric Robinson","ERIC.ROBINSON","8480762","21-22","CBJ","L","L",1995-06-14,26,2013,NA,NA,67,762.45,-0.086,-0.065,0.34,-0.102,-0.016,0.001,0.066,0.51,0.17
"Eric Robinson","ERIC.ROBINSON","8480762","22-23","CBJ","L","L",1995-06-14,27,2013,NA,NA,72,830.42,-0.16,-0.163,-4.04,-0.119,0.041,-0.015,0.148,-1.38,2.66
"Eric Robinson","ERIC.ROBINSON","8480762","23-24","BUF","L","L",1995-06-14,28,2013,NA,NA,40,424.63,-0.031,-0.013,1.68,-0.064,-0.033,0.035,0.048,3.18,1.49
"Eric Robinson","ERIC.ROBINSON","8480762","23-24","CBJ","L","L",1995-06-14,28,2013,NA,NA,7,81.8,-0.067,-0.06,-0.13,-0.06,0.006,0.025,0.085,2.01,2.14
"Eric Robinson","ERIC.ROBINSON","8480762","24-25","CAR","L","L",1995-06-14,29,2013,NA,NA,82,935.6,0.186,0.187,3.28,0.201,0.015,0.194,0.007,0.78,-2.5
"Eric Selleck","ERIC.SELLECK","8474554","12-13","FLA","L","L",1987-10-20,24,2006,NA,NA,2,15.83,0.076,0.088,-0.85,0.052,-0.025,0.077,-0.012,-0.82,0.02
"Eric Selleck","ERIC.SELLECK","8474554","15-16","ARI","L","L",1987-10-20,27,2006,NA,NA,1,9.18,0.001,0.004,-0.21,-0.006,-0.007,0,-0.004,-0.01,0.2
"Eric Staal","ERIC.STAAL","8470595","08-09","CAR","C","L",1984-10-29,23,2003,1,2,82,1211.08,0.288,0.555,11.58,0.202,-0.087,0.411,-0.144,9.98,-1.59
"Eric Staal","ERIC.STAAL","8470595","09-10","CAR","C","L",1984-10-29,24,2003,1,2,69,1052.7,0.158,0.062,1.88,0.177,0.019,0.262,0.2,5.08,3.2
"Eric Staal","ERIC.STAAL","8470595","10-11","CAR","C","L",1984-10-29,25,2003,1,2,80,1251.27,-0.06,0.058,7.17,0.14,0.2,0.326,0.268,8.15,0.98
"Eric Staal","ERIC.STAAL","8470595","11-12","CAR","C","L",1984-10-29,26,2003,1,2,82,1312.23,-0.199,0.11,3.69,0.037,0.236,0.305,0.195,4.95,1.26
"Eric Staal","ERIC.STAAL","8470595","12-13","CAR","C","L",1984-10-29,27,2003,1,2,48,759.08,0.08,-0.165,0.19,0.315,0.235,0.136,0.301,3.34,3.15
"Eric Staal","ERIC.STAAL","8470595","13-14","CAR","C","L",1984-10-29,28,2003,1,2,79,1232.67,-0.123,0.067,2.3,0.077,0.2,0.273,0.206,4.52,2.22
"Eric Staal","ERIC.STAAL","8470595","14-15","CAR","C","L",1984-10-29,29,2003,1,2,77,1196.52,0.002,0.266,6.57,-0.043,-0.045,0.24,-0.025,5.21,-1.36
"Eric Staal","ERIC.STAAL","8470595","15-16","CAR","C","L",1984-10-29,30,2003,1,2,63,989,0.084,0.316,7.15,0.044,-0.04,0.238,-0.078,4.37,-2.77
"Eric Staal","ERIC.STAAL","8470595","15-16","NYR","C","L",1984-10-29,30,2003,1,2,20,268.07,0.046,0.058,1.83,-0.001,-0.047,0.156,0.098,2.19,0.36
"Eric Staal","ERIC.STAAL","8470595","16-17","MIN","C","L",1984-10-29,31,2003,1,2,82,1178.28,0.048,0.197,4.14,0.051,0.003,0.116,-0.081,3.15,-0.99
"Eric Staal","ERIC.STAAL","8470595","17-18","MIN","C","L",1984-10-29,32,2003,1,2,82,1149.5,0.029,0.056,1.14,0.248,0.219,0.228,0.173,3.72,2.58
"Eric Staal","ERIC.STAAL","8470595","18-19","MIN","C","L",1984-10-29,33,2003,1,2,81,1176.32,0.132,0.235,3.28,0.081,-0.05,0.193,-0.042,2.33,-0.96
"Eric Staal","ERIC.STAAL","8470595","19-20","MIN","C","L",1984-10-29,34,2003,1,2,66,897.83,-0.093,0.063,-0.5,0.136,0.229,0.028,-0.035,0.57,1.07
"Eric Staal","ERIC.STAAL","8470595","20-21","BUF","C","L",1984-10-29,35,2003,1,2,32,443.78,-0.276,0.03,3.22,-0.208,0.068,0.053,0.024,1.55,-1.67
