"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI_All","TOI_EV","TOI_PP","TOI_SH","EVO_GAR/60","EVD_GAR/60","PPO_GAR/60","SHD_GAR/60","Take_GAR/60","Draw_GAR/60","Off_GAR/60","Def_GAR/60","Pens_GAR/60","GAR/60","WAR/60","SPAR/60"
"Chandler Stephenson","CHANDLER.STEPHENSON","8476905","19-20","VGK","C","L",1994-04-22,25,2012,3,77,41,647.1,550.9,43.1,44.3,1.01,0.205,0.386,0.676,0.054,-0.039,0.965,0.24,0.016,1.122,0.2,0.383
"Chandler Stephenson","CHANDLER.STEPHENSON","8476905","19-20","WSH","C","L",1994-04-22,25,2012,3,77,24,284,246.3,0.5,34.4,-0.216,0.142,-0.063,1.623,0.024,-0.124,-0.216,0.323,-0.1,0.031,0.006,0.011
"Chandler Stephenson","CHANDLER.STEPHENSON","8476905","20-21","VGK","C","L",1994-04-22,26,2012,3,77,51,922.9,726.1,106.6,70.5,0.752,0.043,0.56,0.968,0.017,0.024,0.727,0.125,0.042,0.805,0.145,0.269
"Chandler Stephenson","CHANDLER.STEPHENSON","8476905","21-22","VGK","C","L",1994-04-22,27,2012,3,77,79,1526,1172,174.9,120.3,0.467,-0.163,0.544,-1.371,0.047,-0.027,0.477,-0.275,0.021,0.209,0.037,0.07
"Chandler Stephenson","CHANDLER.STEPHENSON","8476905","22-23","VGK","C","L",1994-04-22,28,2012,3,77,81,1540,1169.8,198.8,109.7,0.361,0.113,0.657,-0.437,0.076,-0.014,0.404,0.066,0.062,0.476,0.081,0.154
"Chandler Stephenson","CHANDLER.STEPHENSON","8476905","23-24","VGK","C","L",1994-04-22,29,2012,3,77,75,1386.3,1009.6,214,118.8,0.049,-0.435,-0.27,-0.877,0.083,0.03,-0.007,-0.482,0.112,-0.286,-0.047,-0.091
"Chandler Stephenson","CHANDLER.STEPHENSON","8476905","24-25","SEA","C","L",1994-04-22,30,2012,3,77,78,1521.7,1096.6,186.5,153.4,0.306,-0.341,1.281,-1.081,0.041,0.002,0.448,-0.432,0.043,0.066,0.011,0.021
"Charles Hudon","CHARLES.HUDON","8476948","15-16","MTL","L","L",1994-06-23,21,2012,5,122,3,32.1,29.9,2.2,0,0.971,0.28,-0.281,0,0.141,-0.131,0.886,0.28,0.01,1.158,0.223,0.429
"Charles Hudon","CHARLES.HUDON","8476948","16-17","MTL","L","L",1994-06-23,22,2012,5,122,3,35.8,33.6,1.2,0,0.751,-0.078,-0.001,0,-0.158,-0.125,0.724,-0.078,-0.283,0.349,0.066,0.127
"Charles Hudon","CHARLES.HUDON","8476948","17-18","MTL","L","L",1994-06-23,23,2012,5,122,72,1010.1,886.7,106.3,0.2,0.221,0.117,-0.152,-0.471,0.027,0.147,0.181,0.117,0.174,0.455,0.089,0.169
"Charles Hudon","CHARLES.HUDON","8476948","18-19","MTL","L","L",1994-06-23,24,2012,5,122,32,373.5,320.7,50.4,0,-0.301,-0.144,-1.222,0,-0.113,-0.066,-0.426,-0.144,-0.178,-0.725,-0.135,-0.254
"Charles Hudon","CHARLES.HUDON","8476948","19-20","MTL","L","L",1994-06-23,25,2012,5,122,15,173.1,155.3,15.8,0.2,-1.095,0.051,-2.218,-0.396,0.134,-0.05,-1.199,0.05,0.084,-1.056,-0.188,-0.361
"Charles Hudon","CHARLES.HUDON","8476948","22-23","COL","L","L",1994-06-23,28,2012,5,122,9,97,86.5,8,0.1,-0.848,0.135,-0.337,-0.248,0.018,-0.03,-0.804,0.134,-0.012,-0.675,-0.115,-0.218
"Charles Linglet","CHARLES.LINGLET","8470370","09-10","EDM","L","L",1982-06-22,27,2000,NA,NA,5,51.3,47.8,2.5,0.3,-0.952,-1.162,-0.353,-1.487,-0.022,-0.162,-0.922,-1.164,-0.184,-2.178,-0.394,-0.758
"Charlie Coyle","CHARLIE.COYLE","8475745","12-13","MIN","C","R",1992-03-02,20,2010,1,28,37,557.3,507,28.1,14.9,0.029,0.166,-1.095,-1.296,0.008,0.161,-0.03,0.124,0.169,0.256,0.048,0.088
"Charlie Coyle","CHARLIE.COYLE","8475745","13-14","MIN","C","R",1992-03-02,21,2010,1,28,70,1196.4,1014.1,157.2,10.6,0.114,0.098,-0.469,0.021,0.029,0.03,0.036,0.098,0.059,0.178,0.034,0.063
"Charlie Coyle","CHARLIE.COYLE","8475745","14-15","MIN","C","R",1992-03-02,22,2010,1,28,82,1193.4,1068.9,104.3,4.5,0.529,0.009,-0.097,0.151,0.033,0.033,0.473,0.009,0.066,0.54,0.103,0.196
"Charlie Coyle","CHARLIE.COYLE","8475745","15-16","MIN","C","R",1992-03-02,23,2010,1,28,82,1419.2,1174.7,153.3,42.4,0.033,0.064,1.188,-2.182,0.079,0.124,0.167,-0.015,0.203,0.347,0.067,0.129
"Charlie Coyle","CHARLIE.COYLE","8475745","16-17","MIN","C","R",1992-03-02,24,2010,1,28,82,1369.6,1134.5,173,28.9,0.32,0.124,-0.166,-1.577,0.078,0.007,0.255,0.081,0.085,0.398,0.075,0.145
"Charlie Coyle","CHARLIE.COYLE","8475745","17-18","MIN","C","R",1992-03-02,25,2010,1,28,66,1091.2,910.3,90.4,64.4,0.33,0.094,-0.414,0.51,0.043,0.047,0.263,0.122,0.09,0.44,0.086,0.164
"Charlie Coyle","CHARLIE.COYLE","8475745","18-19","BOS","C","R",1992-03-02,26,2010,1,28,21,335.5,290.5,26,12.3,-0.701,-0.011,-0.074,0.939,0.066,0.115,-0.65,0.028,0.181,-0.407,-0.076,-0.143
"Charlie Coyle","CHARLIE.COYLE","8475745","18-19","MIN","C","R",1992-03-02,26,2010,1,28,60,1023.4,823.9,114,70.6,0.542,0.096,0.17,-0.391,0.039,0,0.497,0.058,0.04,0.546,0.102,0.191
"Charlie Coyle","CHARLIE.COYLE","8475745","19-20","BOS","C","R",1992-03-02,27,2010,1,28,70,1175.2,961.5,131.4,62.8,0.224,0.216,-0.231,1.343,0.06,0.045,0.17,0.285,0.105,0.512,0.091,0.175
"Charlie Coyle","CHARLIE.COYLE","8475745","20-21","BOS","C","R",1992-03-02,28,2010,1,28,51,830.8,658.4,66.1,96.1,-0.121,-0.273,0.146,0.222,0.013,0.012,-0.097,-0.21,0.025,-0.25,-0.045,-0.084
"Charlie Coyle","CHARLIE.COYLE","8475745","21-22","BOS","C","R",1992-03-02,29,2010,1,28,82,1426.7,1085.1,155.4,132.9,0.297,-0.14,0.545,0.245,0.044,-0.029,0.328,-0.098,0.015,0.216,0.038,0.072
"Charlie Coyle","CHARLIE.COYLE","8475745","22-23","BOS","C","R",1992-03-02,30,2010,1,28,82,1391,1094.8,56,209.1,0.217,0.054,-2.623,0.231,0.046,0.037,0.078,0.082,0.082,0.224,0.038,0.072
"Charlie Coyle","CHARLIE.COYLE","8475745","23-24","BOS","C","R",1992-03-02,31,2010,1,28,82,1481.4,1082.6,148.1,195.9,0.203,-0.158,0.618,-0.336,0.038,0.012,0.253,-0.185,0.05,0.1,0.016,0.032
"Charlie Coyle","CHARLIE.COYLE","8475745","24-25","BOS","C","R",1992-03-02,32,2010,1,28,64,1129.2,843.4,121.8,133.3,0.019,-0.091,-0.245,-0.603,0.05,0.009,-0.015,-0.16,0.059,-0.092,-0.015,-0.029
"Charlie Coyle","CHARLIE.COYLE","8475745","24-25","COL","C","R",1992-03-02,32,2010,1,28,19,281.3,217.4,26.8,29.8,0.999,0.285,3.825,2.307,0.008,-0.074,1.309,0.528,-0.067,1.535,0.253,0.479
"Charlie McAvoy","CHARLIE.MCAVOY","8479325","17-18","BOS","D","R",1997-12-21,19,2016,1,14,63,1395.3,1194.6,124,49.3,0.237,0.249,0.374,0.221,-0.049,0.029,0.25,0.248,-0.02,0.438,0.085,0.163
"Charlie McAvoy","CHARLIE.MCAVOY","8479325","18-19","BOS","D","R",1997-12-21,20,2016,1,14,54,1197.3,1019,84.1,68.6,0.641,0.156,-1.824,1.61,-0.033,0.034,0.453,0.248,0.001,0.643,0.12,0.226
"Charlie McAvoy","CHARLIE.MCAVOY","8479325","19-20","BOS","D","R",1997-12-21,21,2016,1,14,67,1551.9,1309.3,91,121.4,0.329,0.318,-0.238,0.34,0.006,0.083,0.292,0.319,0.089,0.647,0.115,0.221
"Charlie McAvoy","CHARLIE.MCAVOY","8479325","20-21","BOS","D","R",1997-12-21,22,2016,1,14,51,1223.8,974.3,98.8,118.2,0.415,0.21,0.708,1.272,-0.033,0.014,0.442,0.325,-0.019,0.658,0.118,0.22
"Charlie McAvoy","CHARLIE.MCAVOY","8479325","21-22","BOS","D","R",1997-12-21,23,2016,1,14,78,1922.1,1443.9,243.6,165.5,0.454,0.363,0.579,-0.755,-0.003,0.042,0.472,0.248,0.039,0.661,0.116,0.221
"Charlie McAvoy","CHARLIE.MCAVOY","8479325","22-23","BOS","D","R",1997-12-21,24,2016,1,14,67,1494.2,1137.6,180.8,137.7,0.438,0.05,0.158,0.471,-0.063,0.054,0.4,0.095,-0.008,0.426,0.072,0.137
"Charlie McAvoy","CHARLIE.MCAVOY","8479325","23-24","BOS","D","R",1997-12-21,25,2016,1,14,74,1838.6,1392.8,236.9,158.6,0.297,0.115,-0.439,0.744,0.006,0.099,0.19,0.18,0.106,0.426,0.07,0.135
"Charlie McAvoy","CHARLIE.MCAVOY","8479325","24-25","BOS","D","R",1997-12-21,26,2016,1,14,50,1184.8,900.2,163.3,84,0.177,0.033,-1.339,1.173,-0.066,0.033,-0.056,0.13,-0.033,0.026,0.004,0.008
"Chase Balisy","CHASE.BALISY","8476322","17-18","FLA","C","L",1992-02-02,25,2011,6,170,8,78.5,66.2,0,12.2,-1.188,0.424,0,-0.23,0.137,0.005,-1.188,0.323,0.142,-0.537,-0.105,-0.2
"Chase Bradley","CHASE.BRADLEY","8482507","24-25","COL","L","L",2002-01-09,22,2020,7,203,2,11.2,11.2,0,0,-0.02,0.245,0,0,0.125,-0.112,-0.02,0.245,0.013,0.238,0.039,0.074
"Chase De Leo","CHASE.DE LEO","8478029","15-16","WPG","C","L",1995-10-25,19,2014,4,99,2,18.8,18,0.8,0,0.457,0.167,-0.296,0,0.141,-0.131,0.424,0.167,0.01,0.594,0.115,0.22
"Chase De Leo","CHASE.DE LEO","8478029","18-19","ANA","C","L",1995-10-25,22,2014,4,99,1,12.5,11.2,0,1.3,0.529,0.095,0,-0.443,0.131,-0.124,0.529,0.038,0.007,0.518,0.097,0.182
"Chase De Leo","CHASE.DE LEO","8478029","19-20","ANA","C","L",1995-10-25,23,2014,4,99,1,15,14.6,0,0,-0.301,-0.486,0,0,0.134,0.733,-0.301,-0.486,0.867,0.099,0.018,0.034
"Chase De Leo","CHASE.DE LEO","8478029","20-21","ANA","C","L",1995-10-25,24,2014,4,99,1,13.4,13,0.1,0,-0.204,-0.194,-0.91,0,0.13,-0.12,-0.21,-0.194,0.009,-0.384,-0.069,-0.128
"Chase De Leo","CHASE.DE LEO","8478029","21-22","N.J","C","L",1995-10-25,25,2014,4,99,2,16.3,16.3,0,0,-0.325,0.274,0,0,0.132,-0.121,-0.325,0.274,0.011,-0.04,-0.007,-0.013
"Chase Pearson","CHASE.PEARSON","8478486","21-22","DET","C","L",1997-08-23,24,2015,5,140,3,20.3,20.3,0,0,0.384,-0.074,0,0,0.132,-0.121,0.384,-0.074,0.011,0.321,0.056,0.107
"Chase Priskie","CHASE.PRISKIE","8479597","21-22","FLA","D","R",1996-03-19,25,2016,6,177,4,56,53,0.3,1.8,1.276,-0.682,0.553,-0.007,-0.062,0.11,1.271,-0.66,0.049,0.614,0.108,0.205
"Chay Genoway","CHAY.GENOWAY","8476224","11-12","MIN","D","L",1986-12-20,24,2005,NA,NA,1,18.3,15.4,2.2,0.7,0.342,0.355,-0.218,0.099,0.133,0.458,0.273,0.344,0.591,1.156,0.202,0.374
"Chris Bigras","CHRIS.BIGRAS","8477453","15-16","COL","D","L",1995-02-22,20,2013,2,32,31,413.6,394.1,0.7,17.1,-0.604,-0.339,0.053,-0.069,-0.077,-0.037,-0.603,-0.327,-0.114,-1.015,-0.196,-0.376
"Chris Bigras","CHRIS.BIGRAS","8477453","17-18","COL","D","L",1995-02-22,22,2013,2,32,15,207.9,177.2,5.5,24.9,-0.948,-0.01,0.882,0.86,0.083,0.046,-0.893,0.097,0.13,-0.561,-0.109,-0.209
"Chris Bourque","CHRIS.BOURQUE","8471246","08-09","WSH","L","L",1986-01-29,22,2004,2,33,8,78.2,71.2,7,0,-0.025,0.681,-0.643,0,0.181,-0.038,-0.08,0.681,0.143,0.684,0.124,0.238
"Chris Bourque","CHRIS.BOURQUE","8471246","09-10","PIT","L","L",1986-01-29,23,2004,2,33,19,182.2,159.8,22.3,0,-0.734,-0.388,0.955,0,-0.123,-0.042,-0.527,-0.388,-0.164,-1.032,-0.187,-0.359
"Chris Bourque","CHRIS.BOURQUE","8471246","09-10","WSH","L","L",1986-01-29,23,2004,2,33,1,9.6,9.4,0,0,0.032,-0.319,0,0,0.165,-0.162,0.032,-0.319,0.003,-0.276,-0.05,-0.096
"Chris Bourque","CHRIS.BOURQUE","8471246","12-13","BOS","L","L",1986-01-29,26,2004,2,33,18,217.4,177.7,37.5,0,-0.552,0.049,1.142,0,0,0.021,-0.257,0.049,0.021,-0.193,-0.036,-0.066
"Chris Breen","CHRIS.BREEN","8475648","13-14","CGY","D","L",1989-06-29,24,2007,NA,NA,9,84.5,80.3,0,4,1.768,-2.083,0,1.087,0.137,-0.066,1.768,-1.933,0.072,-0.176,-0.033,-0.062
"Chris Brown","CHRIS.BROWN","8475161","12-13","ARI","C","R",1991-02-03,21,2009,2,36,5,38.2,30.3,7.9,0,-0.589,-0.264,-0.93,0,-0.154,-0.139,-0.66,-0.264,-0.293,-1.162,-0.216,-0.4
"Chris Brown","CHRIS.BROWN","8475161","13-14","ARI","C","R",1991-02-03,22,2009,2,36,6,46.1,44.7,1.3,0,-0.932,-0.162,0.067,0,-0.079,0.14,-0.903,-0.162,0.062,-0.995,-0.189,-0.353
"Chris Brown","CHRIS.BROWN","8475161","13-14","WSH","C","R",1991-02-03,22,2009,2,36,6,58.2,58.2,0,0,0.423,-0.448,0,0,0.149,-0.138,0.423,-0.448,0.011,-0.014,-0.003,-0.005
"Chris Brown","CHRIS.BROWN","8475161","14-15","WSH","C","R",1991-02-03,23,2009,2,36,5,32.3,32,0,0,0.01,-0.607,0.68,0,-0.187,-0.127,0.011,-0.607,-0.314,-0.904,-0.172,-0.328
"Chris Brown","CHRIS.BROWN","8475161","15-16","WSH","R","R",1991-02-03,24,2009,2,36,1,7.7,7.7,0,0,0.098,0.073,0,0,0.141,-0.131,0.098,0.073,0.01,0.181,0.035,0.067
"Chris Butler","CHRIS.BUTLER","8471761","08-09","BUF","D","L",1986-10-27,21,2005,4,96,47,785.7,715.8,7.7,52.7,-0.002,-0.077,-0.823,-0.509,0.088,0.051,-0.011,-0.106,0.139,0.024,0.004,0.008
"Chris Butler","CHRIS.BUTLER","8471761","09-10","BUF","D","L",1986-10-27,22,2005,4,96,59,1181.4,897.5,171.5,97.5,-0.177,0.081,1.644,0.765,0.088,0.002,0.115,0.148,0.09,0.319,0.058,0.111
"Chris Butler","CHRIS.BUTLER","8471761","10-11","BUF","D","L",1986-10-27,23,2005,4,96,49,890.2,775.1,59.1,50.8,0.313,0.055,0.923,-1.715,-0.013,-0.041,0.357,-0.054,-0.054,0.23,0.041,0.079
"Chris Butler","CHRIS.BUTLER","8471761","11-12","CGY","D","L",1986-10-27,24,2005,4,96,68,1469.3,1252.1,48.9,148.8,0.052,-0.033,1.493,-0.396,0.044,-0.023,0.106,-0.072,0.021,0.047,0.008,0.015
"Chris Butler","CHRIS.BUTLER","8471761","12-13","CGY","D","L",1986-10-27,25,2005,4,96,44,749.1,659.4,2,83.3,-0.031,-0.19,1.343,-0.017,0.04,-0.003,-0.026,-0.17,0.037,-0.155,-0.029,-0.053
"Chris Butler","CHRIS.BUTLER","8471761","13-14","CGY","D","L",1986-10-27,26,2005,4,96,82,1661.8,1405.2,27.9,219.4,-0.29,-0.096,-1.157,0.671,0.071,-0.021,-0.307,0.008,0.05,-0.207,-0.039,-0.073
"Chris Butler","CHRIS.BUTLER","8471761","14-15","STL","D","L",1986-10-27,27,2005,4,96,33,567.3,541,12,11.9,0.96,0.174,-1.473,0.812,-0.001,0.073,0.907,0.188,0.071,1.138,0.217,0.413
"Chris Butler","CHRIS.BUTLER","8471761","15-16","STL","D","L",1986-10-27,28,2005,4,96,5,57.5,53.3,1.7,1.6,-0.062,-1.199,1.679,-0.568,-0.249,-0.062,-0.008,-1.181,-0.312,-1.446,-0.279,-0.536
"Chris Butler","CHRIS.BUTLER","8471761","16-17","STL","D","L",1986-10-27,29,2005,4,96,1,21.5,18.2,0.3,1.6,0.204,-0.077,0.182,0.61,0.128,-0.061,0.204,-0.022,0.068,0.222,0.042,0.081
"Chris Butler","CHRIS.BUTLER","8471761","17-18","STL","D","L",1986-10-27,30,2005,4,96,6,79.8,74.1,2,2,0.761,0.009,-0.418,0.595,-0.015,-0.06,0.731,0.024,-0.075,0.644,0.125,0.24
"Chris Butler","CHRIS.BUTLER","8471761","18-19","STL","D","L",1986-10-27,31,2005,4,96,13,182.5,169.2,0.2,12.2,0.077,0.277,0.163,0.026,0.126,0.054,0.077,0.26,0.18,0.51,0.095,0.179
"Chris Campoli","CHRIS.CAMPOLI","8470329","08-09","NYI","D","L",1984-07-09,24,2004,7,227,51,1011.5,798.9,107.8,87.2,-0.2,0.171,0.275,-0.899,0.018,0.032,-0.144,0.065,0.049,-0.022,-0.004,-0.008
"Chris Campoli","CHRIS.CAMPOLI","8470329","08-09","OTT","D","L",1984-07-09,24,2004,7,227,25,474,390.5,74.9,3.9,0.464,-0.245,0.781,0.942,0.091,0.073,0.515,-0.233,0.163,0.474,0.086,0.165
"Chris Campoli","CHRIS.CAMPOLI","8470329","09-10","OTT","D","L",1984-07-09,25,2004,7,227,67,1195.9,1012.2,135.2,40,-0.092,0.188,-1.155,0.695,0.089,-0.008,-0.217,0.208,0.081,0.055,0.01,0.019
"Chris Campoli","CHRIS.CAMPOLI","8470329","10-11","CHI","D","L",1984-07-09,26,2004,7,227,19,382.4,327.3,23.7,28.2,0.533,-0.157,-1.667,2.115,0.123,-0.067,0.385,0.023,0.056,0.431,0.077,0.147
"Chris Campoli","CHRIS.CAMPOLI","8470329","10-11","OTT","D","L",1984-07-09,26,2004,7,227,58,1091.2,911.9,72.9,97.7,0.109,0.124,-0.453,0.407,0.067,0.006,0.067,0.152,0.073,0.274,0.049,0.094
"Chris Campoli","CHRIS.CAMPOLI","8470329","11-12","MTL","D","L",1984-07-09,27,2004,7,227,43,739.6,619.5,86.1,28.2,0.004,0.06,-0.159,0.623,0.085,0.049,-0.016,0.085,0.133,0.192,0.034,0.062
"Chris Chelios","CHRIS.CHELIOS","8446053","08-09","DET","D","R",1962-01-25,46,1981,2,40,28,326.8,279.3,1.4,44.4,-0.211,0.176,0.582,0.59,-0.134,0.134,-0.207,0.233,0,0.053,0.01,0.018
"Chris Chelios","CHRIS.CHELIOS","8446053","09-10","ATL","D","R",1962-01-25,47,1981,2,40,7,78.2,68.5,0,9.4,-1.731,1.047,0,0.168,0.156,0.077,-1.731,0.94,0.232,-0.347,-0.063,-0.121
"Chris Clark","CHRIS.CLARK","8460567","08-09","WSH","R","R",1976-03-08,32,1994,3,77,32,370.2,326.6,39.7,1.9,-0.367,-0.38,-1.093,-0.569,-0.075,0.087,-0.445,-0.381,0.012,-0.767,-0.139,-0.267
"Chris Clark","CHRIS.CLARK","8460567","09-10","CBJ","R","R",1976-03-08,33,1994,3,77,35,422,394.3,5.3,19.5,-0.022,-0.154,-0.475,-1.075,-0.019,-0.065,-0.028,-0.197,-0.084,-0.304,-0.055,-0.106
"Chris Clark","CHRIS.CLARK","8460567","09-10","WSH","R","R",1976-03-08,33,1994,3,77,38,442.8,403.9,31.4,5,-0.127,0.181,5.216,0.734,0.023,0.04,0.259,0.188,0.063,0.491,0.089,0.171
"Chris Clark","CHRIS.CLARK","8460567","10-11","CBJ","R","R",1976-03-08,34,1994,3,77,53,776,620.8,41.7,106.7,-0.062,-0.191,0.821,0.715,-0.015,-0.038,-0.006,-0.058,-0.052,-0.112,-0.02,-0.038
"Chris Conner","CHRIS.CONNER","8472368","08-09","DAL","R","L",1983-12-23,24,2002,NA,NA,38,415.4,403.6,8.1,0.3,0.391,-0.116,0.244,-0.178,0.05,0.033,0.389,-0.116,0.083,0.355,0.064,0.124
"Chris Conner","CHRIS.CONNER","8472368","09-10","PIT","R","L",1983-12-23,25,2002,NA,NA,8,76.8,75.7,0.5,0,0.162,-0.223,-0.16,0,0.165,0.131,0.16,-0.223,0.296,0.234,0.042,0.081
"Chris Conner","CHRIS.CONNER","8472368","10-11","PIT","R","L",1983-12-23,26,2002,NA,NA,60,709.1,671.2,36.4,0.3,0.21,0.268,-1.196,-0.686,0.083,0.001,0.137,0.268,0.084,0.474,0.085,0.162
"Chris Conner","CHRIS.CONNER","8472368","11-12","DET","R","L",1983-12-23,27,2002,NA,NA,8,84.5,72.2,0,12.2,0.389,0.055,0,-0.88,0.155,-0.137,0.389,-0.079,0.018,0.272,0.047,0.088
"Chris Conner","CHRIS.CONNER","8472368","12-13","ARI","R","L",1983-12-23,28,2002,NA,NA,12,136.5,132.3,2.7,0,0.58,-0.39,-0.78,0,0.073,0.192,0.553,-0.39,0.265,0.434,0.08,0.149
"Chris Conner","CHRIS.CONNER","8472368","13-14","PIT","R","L",1983-12-23,29,2002,NA,NA,19,223.6,216.1,6.2,0,0.188,-0.142,-0.118,0,0.106,-0.043,0.18,-0.142,0.063,0.104,0.02,0.037
"Chris Conner","CHRIS.CONNER","8472368","14-15","WSH","R","L",1983-12-23,30,2002,NA,NA,2,17.6,17.6,0,0,0.463,0.221,0,0,-1.056,-0.127,0.463,0.221,-1.184,-0.5,-0.095,-0.182
"Chris Didomenico","CHRIS.DIDOMENICO","8474018","16-17","OTT","C","R",1989-02-20,27,2007,6,164,3,33,29.5,2.5,0,0.207,0.265,-0.167,0,-0.843,0.582,0.178,0.265,-0.262,0.147,0.028,0.053
"Chris Didomenico","CHRIS.DIDOMENICO","8474018","17-18","OTT","C","R",1989-02-20,28,2007,6,164,24,282.9,242.9,36.5,0.2,0.164,0.26,1.573,-0.672,-0.026,-0.055,0.348,0.26,-0.081,0.486,0.095,0.181
"Chris Drury","CHRIS.DRURY","8460562","08-09","NYR","C","R",1976-08-20,32,1994,3,72,81,1639.9,1124.3,286.1,193.9,0.133,-0.304,0.043,-1.099,0.1,-0.073,0.115,-0.421,0.027,-0.212,-0.038,-0.074
"Chris Drury","CHRIS.DRURY","8460562","09-10","NYR","C","R",1976-08-20,33,1994,3,72,77,1368.7,956.2,155,230,-0.057,-0.332,-0.713,-1.035,0.074,-0.028,-0.148,-0.468,0.046,-0.48,-0.087,-0.167
"Chris Drury","CHRIS.DRURY","8460562","10-11","NYR","C","R",1976-08-20,34,1994,3,72,24,288.4,231.6,14.6,40.5,0.146,-0.405,-0.639,-1.278,-0.011,-0.154,0.099,-0.535,-0.165,-0.585,-0.104,-0.2
"Chris Durno","CHRIS.DURNO","8472263","08-09","COL","L","L",1980-10-31,27,1999,NA,NA,2,12.1,12.1,0,0,0.589,-0.403,0,0,0.181,0.767,0.589,-0.403,0.948,1.134,0.205,0.395
"Chris Durno","CHRIS.DURNO","8472263","09-10","COL","L","L",1980-10-31,28,1999,NA,NA,41,306,300.5,2.2,1.5,0.112,-0.057,-0.091,-0.577,-0.286,0.13,0.111,-0.06,-0.156,-0.106,-0.019,-0.037
"Chris Gratton","CHRIS.GRATTON","8459425","08-09","CBJ","C","L",1975-07-05,33,1993,1,3,6,58.6,54.4,0.8,3,0.469,0.656,-0.567,0.392,-0.015,-0.184,0.453,0.642,-0.199,0.857,0.155,0.298
"Chris Gratton","CHRIS.GRATTON","8459425","08-09","T.B","C","L",1975-07-05,33,1993,1,3,18,194.4,144.3,1,47.2,0.03,-0.526,-0.162,1.757,-0.106,-0.076,0.029,0.036,-0.182,-0.125,-0.023,-0.044
"Chris Higgins","CHRIS.HIGGINS","8470274","08-09","MTL","L","L",1983-06-02,25,2002,1,14,57,968.9,708.5,120.1,120.5,0.139,-0.08,-1.759,-0.352,0.051,-0.04,-0.136,-0.119,0.011,-0.207,-0.038,-0.072
"Chris Higgins","CHRIS.HIGGINS","8470274","09-10","CGY","L","L",1983-06-02,26,2002,1,14,12,190.3,150.5,7.3,30.2,-0.194,0.482,0.48,1.171,0.165,0.081,-0.163,0.597,0.246,0.678,0.123,0.236
"Chris Higgins","CHRIS.HIGGINS","8470274","09-10","NYR","L","L",1983-06-02,26,2002,1,14,55,985,757.4,97.7,112,-0.24,-0.279,-1.676,-0.993,-0.006,-0.075,-0.404,-0.371,-0.081,-0.759,-0.137,-0.264
"Chris Higgins","CHRIS.HIGGINS","8470274","10-11","FLA","L","L",1983-06-02,27,2002,1,14,48,798.9,615.5,68.3,96.2,0.439,0.089,-2.577,-0.412,0.118,-0.044,0.138,0.021,0.074,0.211,0.038,0.072
"Chris Higgins","CHRIS.HIGGINS","8470274","10-11","VAN","L","L",1983-06-02,27,2002,1,14,14,211.6,174.8,21.6,12.1,-0.141,0.265,0.471,-0.089,0.011,-0.059,-0.074,0.242,-0.048,0.097,0.017,0.033
"Chris Higgins","CHRIS.HIGGINS","8470274","11-12","VAN","L","L",1983-06-02,28,2002,1,14,71,1158.4,934.1,119.2,84.5,0.587,-0.004,1.298,-0.183,0.073,-0.013,0.667,-0.019,0.059,0.649,0.113,0.21
"Chris Higgins","CHRIS.HIGGINS","8470274","12-13","VAN","L","L",1983-06-02,29,2002,1,14,41,673,550.9,33.3,78.6,-0.056,-0.132,-2.098,0.153,0.06,-0.074,-0.172,-0.097,-0.014,-0.254,-0.047,-0.087
"Chris Higgins","CHRIS.HIGGINS","8470274","13-14","VAN","L","L",1983-06-02,30,2002,1,14,78,1495.6,1177.9,128.1,162,0.311,-0.189,-0.943,1.197,0.034,-0.049,0.188,-0.021,-0.015,0.131,0.025,0.046
"Chris Higgins","CHRIS.HIGGINS","8470274","14-15","VAN","L","L",1983-06-02,31,2002,1,14,77,1215.9,930.9,129.7,133.7,0.558,-0.056,-0.546,0.654,0.054,0.017,0.423,0.033,0.071,0.47,0.089,0.17
"Chris Higgins","CHRIS.HIGGINS","8470274","15-16","VAN","L","L",1983-06-02,32,2002,1,14,33,454.7,380.8,20.4,49.1,-0.293,-0.206,-1.095,-0.101,0.095,-0.051,-0.333,-0.194,0.044,-0.434,-0.084,-0.161
"Chris Kelly","CHRIS.KELLY","8467967","08-09","OTT","C","L",1980-11-11,27,1999,3,94,82,1279.2,1003.7,10.1,253.2,-0.067,0.208,-1.284,0.719,0.068,-0.081,-0.08,0.311,-0.013,0.23,0.042,0.08
"Chris Kelly","CHRIS.KELLY","8467967","09-10","OTT","C","L",1980-11-11,28,1999,3,94,81,1212.2,949,16.5,237.4,0.247,0.05,-0.318,0.275,-0.031,0.018,0.237,0.095,-0.013,0.269,0.049,0.093
"Chris Kelly","CHRIS.KELLY","8467967","10-11","BOS","C","L",1980-11-11,29,1999,3,94,24,356.9,300.6,6.4,45.6,-0.187,0.171,-0.782,0.774,0.072,-0.063,-0.199,0.251,0.008,0.08,0.014,0.027
"Chris Kelly","CHRIS.KELLY","8467967","10-11","OTT","C","L",1980-11-11,29,1999,3,94,57,891.9,711.3,9.8,156.4,-0.041,0.076,-1.025,-0.288,0.037,0.015,-0.054,0.011,0.052,0.019,0.003,0.006
